4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,6.890000000000000000e+02,6.890000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,6.890000000000000000e+02,6.890000000000000000e+02,8.700000000000000000e+01,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,6.890000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,9.300000000000000000e+01
1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,6.890000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,6.890000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,1.130000000000000000e+02,4.010000000000000000e+02,1.130000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,6.890000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02
1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,6.890000000000000000e+02,6.890000000000000000e+02,8.900000000000000000e+01,1.130000000000000000e+02,1.130000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,6.890000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02
1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,6.890000000000000000e+02,4.010000000000000000e+02,6.890000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,1.130000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02
4.010000000000000000e+02,4.010000000000000000e+02,6.890000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,6.890000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,8.700000000000000000e+01,9.300000000000000000e+01,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,4.010000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02
4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,6.890000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,6.890000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,6.890000000000000000e+02,4.010000000000000000e+02,6.890000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,6.890000000000000000e+02,4.010000000000000000e+02,6.890000000000000000e+02,6.890000000000000000e+02,6.890000000000000000e+02,6.890000000000000000e+02,6.890000000000000000e+02,4.010000000000000000e+02,6.890000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,6.890000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,4.010000000000000000e+02
4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,6.890000000000000000e+02,6.890000000000000000e+02,4.010000000000000000e+02,6.890000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,6.890000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,6.890000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,6.890000000000000000e+02,6.890000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,1.130000000000000000e+02,4.010000000000000000e+02
4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,6.890000000000000000e+02,6.890000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,6.890000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,6.890000000000000000e+02,4.010000000000000000e+02
1.130000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,1.130000000000000000e+02,4.010000000000000000e+02,1.130000000000000000e+02,4.010000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,4.010000000000000000e+02,6.890000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
